path,relative_path,filename,extension,size_bytes,modified_time,sha256
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1567.RAF,Photos/Archives/2025/08-02-2025/DSCF1567.RAF,DSCF1567.RAF,.raf,19242496,2025-08-02T18:53:52,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1567.JPG,Photos/Archives/2025/08-02-2025/DSCF1567.JPG,DSCF1567.JPG,.jpg,3386218,2025-08-02T22:21:15.975221,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1566.JPG,Photos/Archives/2025/08-02-2025/DSCF1566.JPG,DSCF1566.JPG,.jpg,3367633,2025-08-02T22:20:25.716212,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1566.RAF,Photos/Archives/2025/08-02-2025/DSCF1566.RAF,DSCF1566.RAF,.raf,19237376,2025-08-02T18:53:42,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1565.RAF,Photos/Archives/2025/08-02-2025/DSCF1565.RAF,DSCF1565.RAF,.raf,19240960,2025-08-02T18:53:32,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1564.JPG,Photos/Archives/2025/08-02-2025/DSCF1564.JPG,DSCF1564.JPG,.jpg,3344336,2025-08-02T21:41:42.720992,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1564.RAF,Photos/Archives/2025/08-02-2025/DSCF1564.RAF,DSCF1564.RAF,.raf,19232256,2025-08-02T18:53:16,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1572.JPG,Photos/Archives/2025/08-02-2025/DSCF1572.JPG,DSCF1572.JPG,.jpg,3347808,2025-08-02T22:18:45.378337,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1563.RAF,Photos/Archives/2025/08-02-2025/DSCF1563.RAF,DSCF1563.RAF,.raf,19218944,2025-08-02T18:53:06,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1562.JPG,Photos/Archives/2025/08-02-2025/DSCF1562.JPG,DSCF1562.JPG,.jpg,3363068,2025-08-02T21:42:57.174848,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1563.JPG,Photos/Archives/2025/08-02-2025/DSCF1563.JPG,DSCF1563.JPG,.jpg,3265757,2025-08-02T21:42:46.043622,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1562.RAF,Photos/Archives/2025/08-02-2025/DSCF1562.RAF,DSCF1562.RAF,.raf,19237888,2025-08-02T18:52:52,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1561.RAF,Photos/Archives/2025/08-02-2025/DSCF1561.RAF,DSCF1561.RAF,.raf,19202560,2025-08-02T18:52:42,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1561.JPG,Photos/Archives/2025/08-02-2025/DSCF1561.JPG,DSCF1561.JPG,.jpg,3253925,2025-08-02T21:46:11.218995,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1560.RAF,Photos/Archives/2025/08-02-2025/DSCF1560.RAF,DSCF1560.RAF,.raf,19243520,2025-08-02T18:52:32,
